House area,Storeys,Yard Area,Water supply,Electricity,House Material,House Condition,Number of Bedrooms,Land Category,Ground Status,Bathroom,Sewerage,Heating,Gas,Cellar,Terrace,Garage,Bath,Security,Swimming pool,Year Built,Class,Price
320.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
300.0,3.0,20.0,Central,Yes,Monolithic,Not specified,4.0,Lands of populated areas,Gardening,2 at home,Septic,No,Gasholder,0.0,1.0,1.0,1.0,0.0,1.0,,Other,35000000.0
400.0,2.0,12.0,Central,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,4 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,0.0,2019.0,Other,33000000.0
200.0,2.0,8.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Gardening,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,1.0,0.0,1.0,2017.0,Other,35000000.0
360.0,3.0,7.0,Central,Yes,Brick,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,22900000.0
210.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,28000000.0
190.0,,5.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,27000000.0
300.0,2.0,4.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,17900000.0
950.0,3.0,45.0,Central,Yes,Gas concrete block,Can live,7.0,Lands of populated areas,Individual housing construction,8 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,49500000.0
200.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,1.0,0.0,1.0,2021.0,Other,18000000.0
420.0,3.0,20.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,29000000.0
320.0,3.0,11.0,Yes,Yes,Other,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Yes,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,27000000.0
230.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,16100000.0
260.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,,Other,33000000.0
280.0,2.0,7.0,Central,Yes,Monolithic,Not specified,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,17000000.0
360.0,2.0,17.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Magistralny along the border,0.0,0.0,1.0,1.0,1.0,1.0,,Other,24500000.0
300.0,,7.0,Yes,Yes,Gas concrete block,Not specified,,Not specified,Individual housing construction,Not specified,Yes,No,Yes,0.0,0.0,1.0,1.0,1.0,1.0,,Other,18000000.0
198.0,2.0,7.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,21000000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,24000000.0
280.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,22000000.0
316.0,4.0,2.0,Central,Yes,Brick,Can live,6.0,Other,Gardening,1 at home,Septic,Electric,No,1.0,1.0,1.0,1.0,0.0,1.0,2014.0,Other,17500000.0
300.0,3.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,32000000.0
240.0,2.0,12.0,Central,Yes,Other,Not specified,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,29000000.0
220.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,24000000.0
213.0,2.0,7.4,Central,Yes,Other,Not specified,,Not specified,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,21300000.0
260.0,2.0,10.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,,Other,29000000.0
250.0,3.0,5.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,137500000.0
445.0,2.0,21.0,Yes,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,22200000.0
450.0,3.0,17.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,0.0,1.0,1.0,1.0,2021.0,Other,210000000.0
250.0,3.0,4.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,Not specified,Central,No,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
837.0,2.0,27.0,Central,Yes,Other,Not specified,6.0,Not specified,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,35000000.0
175.0,2.0,4.5,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,,Other,24000000.0
280.0,2.0,9.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,39000000.0
250.0,2.0,8.6,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,32000000.0
340.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Not specified,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2022.0,Other,35000000.0
1500.0,5.0,1.5,Central,Yes,Brick,Not specified,6.0,Lands of populated areas,Individual housing construction,9 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,40000000.0
300.0,3.0,11.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,16000000.0
40.0,1.0,4.16,Yes,Yes,Wood,Not specified,,Not specified,Individual housing construction,Not specified,No,Oven,No,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,Other,5500000.0
140.0,2.0,3.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
274.6,3.0,12.2,Central,Yes,Brick,Can live,15.0,Lands of populated areas,Individual housing construction,1 in yard,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,1970.0,Other,26200000.0
105.0,2.0,3.5,Central,Yes,Gas concrete block,Can live,3.0,Other,Individual housing construction,In the house,Central,Electric,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,Other,21000000.0
325.0,2.0,10.1,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,No,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,1.0,2022.0,Other,250000000.0
550.0,3.0,8.0,Central,Yes,Brick,Can live,8.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,42000000.0
240.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,18000000.0
1100.0,2.0,35.0,Central,Yes,Monolithic,Can live,7.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,110000000.0
290.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,18500000.0
480.0,3.0,18.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,44000000.0
180.0,2.0,3.5,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,40000000.0
220.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2020.0,Other,30000000.0
410.0,2.0,23.0,Central,Yes,Monolithic,Not specified,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,24000000.0
330.0,2.0,16.4,Central,Yes,Monolithic,Can live,7.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
420.0,3.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,0.0,,Other,40000000.0
1257.0,3.0,46.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,145000000.0
280.0,2.0,17.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,24000000.0
485.3,2.0,10.0,No,No,Other,Not specified,4.0,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,400000000.0
160.3,2.0,3.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,18500000.0
230.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,1.0,1.0,1.0,,Other,26300000.0
180.0,2.0,6.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
280.0,3.0,8.0,Central,Yes,Monolithic,Can live,5.0,Not specified,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,33000000.0
220.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2016.0,Other,38000000.0
500.0,4.0,10.0,Yes,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2015.0,Other,25000000.0
240.0,2.0,12.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,28000000.0
180.0,2.0,5.0,Central,Yes,Monolithic,Can live,11.0,Not specified,Individual housing construction,1 at home,Septic,Electric,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,,Other,26000000.0
310.0,2.0,15.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,17800000.0
250.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,27500000.0
81.0,1.0,9.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,7800000.0
260.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 in yard,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,24700000.0
73.4,2.0,0.91,No,Yes,Other,Needs repairs,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,Other,17600000.0
249.0,2.0,4.0,Central,Yes,Brick,Can live,,Other,Individual housing construction,1 at home,Central,Central gas,Gasholder,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
260.0,,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Economy,50000000.0
320.0,2.0,8.0,Central,Yes,Gas concrete block,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,28000000.0
250.0,2.0,7.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,35000000.0
1200.0,3.0,30.0,Yes,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2012.0,Other,300000000.0
300.0,,10.0,Yes,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,No,0.0,0.0,1.0,1.0,0.0,1.0,2020.0,Other,38000000.0
250.0,2.0,8.0,Yes,Yes,Wood,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,25000000.0
380.0,2.0,12.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,3 at home,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,25860000.0
240.0,3.0,10.0,Central,Yes,Monolithic,Can live,6.0,Not specified,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,34000000.0
330.0,3.0,14.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,39900000.0
450.0,3.0,9.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,22000000.0
81.4,2.0,2.34,No,Yes,Other,Needs repairs,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,Other,20000000.0
220.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
270.0,2.0,14.0,Central,Yes,Gas concrete block,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,2017.0,Other,32000000.0
250.0,2.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Yes,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,24100000.0
230.0,2.0,5.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,43000000.0
420.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,27500000.0
140.0,2.0,4.0,No,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,1.0,0.0,0.0,0.0,,Other,25000000.0
270.0,3.0,4.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,27000000.0
170.0,2.0,5.0,Yes,Yes,Brick,Not specified,3.0,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,1.0,,Other,16000000.0
300.0,,7.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,90000000.0
190.0,2.0,9.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,29000000.0
240.0,3.0,4.0,Central,Yes,Monolithic,Needs repairs,5.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,1.0,2023.0,Other,43700000.0
291.0,3.0,4.7,Central,Yes,Monolithic,Needs repairs,7.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,1.0,2024.0,Other,60500000.0
250.0,2.0,7.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Economy,50000000.0
